FID,the_geom,id,name,place,source,is_in,highway,addr_stree,waterway
dominica_points.597,POINT (-61.3028413 15.5096345),2121591305,Bellevue,locality,,,,,
dominica_points.598,POINT (-61.3535529 15.5556872),2121591306,Benjamin,locality,,,,,
dominica_points.599,POINT (-61.4005258 15.5696514),2121591307,Beuplan Estate,locality,,,,,
dominica_points.600,POINT (-61.4472456 15.4913364),2121591308,Bido,locality,,,,,
dominica_points.601,POINT (-61.3362299 15.5758997),2121591309,Big Cedar,locality,,,,,
dominica_points.602,POINT (-61.3303191 15.4327364),2121591310,Blandy,locality,,,,,
dominica_points.603,POINT (-61.2802428 15.4786275),2121591311,Bois Diable Plantation,locality,,,,,
dominica_points.604,POINT (-61.2787176 15.4752333),2121591312,Bois Diable Ridge,locality,,,,,
dominica_points.605,POINT (-61.3116445 15.4658811),2121591313,Borne,locality,,,,,
dominica_points.606,POINT (-61.2469091 15.4735228),2121591314,Borne,locality,,,,,
dominica_points.607,POINT (-61.3052864 15.5682842),2121591315,Bottom Wesley,locality,,,,,
dominica_points.608,POINT (-61.4596925 15.5212078),2121591316,Boutou,locality,,,,,
dominica_points.609,POINT (-61.3747656 15.4337922),2121591317,Bramhall Estate,locality,,,,,
dominica_points.610,POINT (-61.4286182 15.557603),2121591318,Brandy Estate,locality,,,,,
dominica_points.611,POINT (-61.3937592 15.5700789),2121591319,Bras De Fort Estate,locality,,,,,
dominica_points.612,POINT (-61.4422607 15.4692292),2121591320,Bukusu,locality,,,,,
dominica_points.613,POINT (-61.2599941 15.5100159),2121591321,Burarati,locality,,,,,
dominica_points.614,POINT (-61.3349632 15.5559139),2121591322,Burton Estate,locality,,,,,
dominica_points.615,POINT (-61.3642829 15.4318542),2121591323,Bway,locality,,,,,
dominica_points.616,POINT (-61.3168833 15.5425008),2121591324,Cacao Estate,locality,,"Marigot, Dominica",,,
dominica_points.617,POINT (-61.2634753 15.4571726),2121591325,Cacao Richmond,locality,,,,,
dominica_points.618,POINT (-61.3262796 15.4397302),2121591327,California Estate,locality,,,,,
dominica_points.619,POINT (-61.3771817 15.4202424),2121591328,Camp Soleil,locality,,,,,
dominica_points.620,POINT (-61.4013899 15.4599283),2121591329,Canicules,locality,,,,,
dominica_points.621,POINT (-61.4266354 15.5701857),2121591330,Cantarde Estate,locality,,,,,
dominica_points.622,POINT (-61.2949762 15.5197978),2121591331,Captain Bruce,locality,,,,,
dominica_points.623,POINT (-61.3869864 15.421698),2121591332,Carholm Estate,locality,,,,,
dominica_points.624,POINT (-61.4494419 15.4960228),2121591333,Casseau,locality,,,,,
dominica_points.625,POINT (-61.2710987 15.4310352),2121591334,Castle Bruce Estate,locality,,,,,
dominica_points.626,POINT (-61.4446138 15.4666211),2121591335,Chadec,locality,,,,,
dominica_points.627,POINT (-61.3351985 15.5645658),2121591336,Champagne,locality,,,,,
dominica_points.628,POINT (-61.2890985 15.4799126),2121591337,Chapara,locality,,,,,
dominica_points.629,POINT (-61.2854564 15.4736564),2121591338,Charles Warner,locality,,,,,
dominica_points.630,POINT (-61.3732376 15.5686363),2121591342,Chaudiere Estate,locality,,,,,
dominica_points.631,POINT (-61.4019401 15.5636941),2121591345,Chilenbain Estate,locality,,,,,
dominica_points.632,POINT (-61.279171 15.4955359),2121591347,Coffee,locality,,,,,
dominica_points.633,POINT (-61.4441866 15.4974589),2121591349,Colomba,locality,,,,,
dominica_points.634,POINT (-61.2735317 15.4856563),2121591350,Concord,locality,,,,,
dominica_points.635,POINT (-61.3513959 15.546317),2121591351,Constant Spring,locality,,,,,
dominica_points.636,POINT (-61.4432884 15.5481186),2121591352,Constant Spring Estate,locality,,,,,
dominica_points.637,POINT (-61.3488779 15.5758808),2121591355,Coquin,locality,,,,,
dominica_points.638,POINT (-61.290917 15.5078184),2121591363,Crapaud Hall,locality,,,,,
dominica_points.639,POINT (-61.3365941 15.4421496),2121591366,Crete Boule,locality,,,,,
dominica_points.640,POINT (-61.3664844 15.4195582),2121591389,Crown,locality,,,,,
dominica_points.641,POINT (-61.3140971 15.5177215),2121591391,Crown,locality,,,,,
dominica_points.642,POINT (-61.4095372 15.4271988),2121591393,Cuba,locality,,,,,
dominica_points.643,POINT (-61.2620899 15.4650267),2121591394,C�sar Estate,locality,,,,,
dominica_points.644,POINT (-61.4515407 15.5626546),2121591395,D'Leau Chaud,locality,,,,,
dominica_points.645,POINT (-61.4633531 15.5277543),2121591396,Damrose,locality,,,,,
dominica_points.646,POINT (-61.4241514 15.4903289),2121591397,Debatre,locality,,,,,
dominica_points.647,POINT (-61.2999602 15.4673756),2121591398,Deux Branches,locality,,,,,
dominica_points.648,POINT (-61.4194112 15.5328359),2121591399,Deux Branches,locality,,,,,
dominica_points.649,POINT (-61.4144396 15.4289378),2121591401,Deux Bras,locality,,,,,
dominica_points.650,POINT (-61.4355935 15.4702497),2121591403,Deux Bras,locality,,,,,
dominica_points.651,POINT (-61.2576633 15.4283967),2121591406,Dix Pas,locality,,,,,
dominica_points.652,POINT (-61.2729494 15.4768903),2121591410,Djerrick,locality,,,,,
dominica_points.653,POINT (-61.3571281 15.437548),2121591421,Dleau Jean,locality,,,,,
dominica_points.654,POINT (-61.3762797 15.427936),2121591425,Dleau Matthieu,locality,,,,,
dominica_points.655,POINT (-61.3803686 15.4514799),2121591429,Dleau Tourne�,locality,,,,,
dominica_points.656,POINT (-61.3354847 15.5908972),2121591433,Dubuc,locality,,,,,
dominica_points.657,POINT (-61.4233491 15.5287746),2121591438,Dyer Estate,locality,,,,,
dominica_points.658,POINT (-61.307365 15.5784467),2121591442,Eden Estate,locality,,,,,
dominica_points.659,POINT (-61.4043211 15.429883),2121591446,En Bas Chute,locality,,,,,
dominica_points.660,POINT (-61.4672356 15.5177608),2121591447,En Foucauld,locality,,,,,
dominica_points.661,POINT (-61.3956923 15.4670567),2121591448,En Haut Jean,locality,,,,,
dominica_points.662,POINT (-61.4047717 15.4811318),2121591449,En L'Ilet,locality,,,,,
dominica_points.663,POINT (-61.4357504 15.4770154),2121591450,En Soucal,locality,,,,,
dominica_points.664,POINT (-61.4468142 15.5018429),2121591451,Enquatre,locality,,,,,
dominica_points.665,POINT (-61.2983887 15.4854983),2121591452,Entwistle,locality,,,,,
dominica_points.666,POINT (-61.4419719 15.525777),2121591453,Felicite,locality,,,,,
dominica_points.667,POINT (-61.3392339 15.5199264),2121591454,First Camp,locality,,,,,
dominica_points.668,POINT (-61.4373233 15.4969298),2121591455,Fond Cani,locality,,,,,
dominica_points.669,POINT (-61.3376368 15.4497479),2121591456,Fond Chou,locality,,,,,
dominica_points.670,POINT (-61.2693165 15.4890237),2121591457,Fond Corde,locality,,,,,
dominica_points.671,POINT (-61.4397156 15.4901648),2121591458,Fond En Belair,locality,,,,,
dominica_points.672,POINT (-61.3035719 15.4210545),2121591459,Fond Figues,locality,,,,,
dominica_points.673,POINT (-61.4080134 15.5791081),2121591460,Fond Gould,locality,,,,,
dominica_points.674,POINT (-61.3456816 15.5709318),2121591462,Fond Hodge,locality,,,,,
dominica_points.675,POINT (-61.4372852 15.5208337),2121591463,Fond Hunte Estate,locality,,,,,
dominica_points.676,POINT (-61.365822 15.4352357),2121591464,Fond Judique,locality,,,,,
dominica_points.677,POINT (-61.3722697 15.4446183),2121591465,Fond Lapluie,locality,,,,,
dominica_points.678,POINT (-61.4372297 15.5142604),2121591466,Fond Pie,locality,,,,,
dominica_points.679,POINT (-61.3590728 15.4569799),2121591467,Fond Trouv�,locality,,,,,
dominica_points.680,POINT (-61.348864 15.422471),2121591468,Fond Zombie (Chapara),locality,,,,,
dominica_points.681,POINT (-61.4523713 15.5238264),2121591469,Fondchere,locality,,,,,
dominica_points.682,POINT (-61.2705497 15.4235875),2121591470,Ford,locality,,,,,
dominica_points.683,POINT (-61.4461863 15.5666594),2121591471,Forest Estate,locality,,,,,
dominica_points.684,POINT (-61.3890459 15.55206),2121591472,Foundland,locality,,,,,
dominica_points.685,POINT (-61.2693596 15.4462765),2121591473,Fraser,locality,,,,,
dominica_points.686,POINT (-61.4561006 15.4773356),2121591474,Gabriel,locality,,,,,
dominica_points.687,POINT (-61.284191 15.5286779),2121591475,Geoffrey Gutter,locality,,,,,
dominica_points.688,POINT (-61.2748895 15.4497165),2121591476,Glou Glou,locality,,,,,
dominica_points.689,POINT (-61.4369311 15.5084564),2121591477,Gommier,locality,,,,,
dominica_points.690,POINT (-61.4031642 15.4190893),2121591478,Gorgona,locality,,,,,
dominica_points.691,POINT (-61.3725735 15.4166318),2121591479,Gould Estate,locality,,,,,
dominica_points.692,POINT (-61.3096261 15.5191197),2121591480,Gould,locality,,,,,
dominica_points.693,POINT (-61.3566119 15.5506621),2121591481,Grand Bambou,locality,,,,,
dominica_points.694,POINT (-61.4199104 15.5667128),2121591482,Grand Bois,locality,,,,,
dominica_points.695,POINT (-61.451262 15.5259373),2121591483,Grand Chemin,locality,,,,,
dominica_points.696,POINT (-61.4302061 15.4419406),2121591484,Grand Savane,locality,,,,,
dominica_points.697,POINT (-61.4472335 15.4449344),2121591485,Grande Savane,locality,,,,,
dominica_points.698,POINT (-61.3456793 15.5168024),2121591486,Gravel Gutter,locality,,,,,
dominica_points.699,POINT (-61.4377155 15.5053575),2121591487,Green Land,locality,,,,,
dominica_points.700,POINT (-61.3021155 15.5315417),2121591488,Gregg,locality,,,,,
dominica_points.701,POINT (-61.3397885 15.5130858),2121591490,Gros Bois,locality,,,,,
dominica_points.702,POINT (-61.3895458 15.4529731),2121591491,Gros Fond,locality,,,,,
dominica_points.703,POINT (-61.4022527 15.4530109),2121591492,Gros Morne,locality,,,,,
dominica_points.704,POINT (-61.455752 15.4644666),2121591493,Gueule Lion Pt,locality,,,,,
dominica_points.705,POINT (-61.367719 15.5888581),2121591494,Hampstead Estate,locality,,,,,
dominica_points.706,POINT (-61.3160646 15.5269192),2121591495,Hanover,locality,,,,,
dominica_points.707,POINT (-61.2789749 15.5185129),2121591496,Hatton Garden Estate,locality,,,,,
dominica_points.708,POINT (-61.4233769 15.5758223),2121591497,Hillcrest Estate,locality,,,,,
dominica_points.709,POINT (-61.3353082 15.5840408),2121591498,Hodges Estate,locality,,,,,
dominica_points.710,POINT (-61.3791714 15.446148),2121591499,Holmwood Estate,locality,,,,,
dominica_points.711,POINT (-61.454492 15.5425347),2121591500,Hungry Hill Estate,locality,,,,,
dominica_points.712,POINT (-61.3128993 15.5594219),2121591501,Hunt,locality,,,,,
dominica_points.713,POINT (-61.3906529 15.4983282),2121591502,Imrays View,locality,,,,,
dominica_points.714,POINT (-61.3435949 15.4346877),2121591503,Jacko,locality,,,,,
dominica_points.715,POINT (-61.4375544 15.4615183),2121591504,Jalousie,locality,,,,,
dominica_points.716,POINT (-61.418749 15.4734058),2121591505,Jamsen,locality,,,,,
dominica_points.717,POINT (-61.454305 15.4843444),2121591506,Jerome,locality,,,,,
dominica_points.718,POINT (-61.4165343 15.446565),2121591507,Jimico,locality,,,,,
dominica_points.719,POINT (-61.3180565 15.5586662),2121591508,Joe Estate,locality,,,,,
dominica_points.720,POINT (-61.459151 15.5378323),2121591509,Jude Estate,locality,,,,,
dominica_points.721,POINT (-61.4072817 15.4937174),2121591510,Kachibona,locality,,,,,
dominica_points.722,POINT (-61.3846351 15.4374481),2121591511,Kinellan Estate,locality,,,,,
dominica_points.723,POINT (-61.3273924 15.5279425),2121591512,Kinseylan Gutter,locality,,,,,
dominica_points.724,POINT (-61.445272 15.5230783),2121591513,L'Autre Bord,locality,,,,,
dominica_points.725,POINT (-61.4192042 15.4796199),2121591514,L'Ilet,locality,,,,,
dominica_points.726,POINT (-61.3305315 15.552249),2121591515,La Croix,locality,,,,,
dominica_points.727,POINT (-61.3161364 15.5238811),2121591516,La Guerre,locality,,,,,
dominica_points.728,POINT (-61.4410841 15.4717239),2121591517,La Plante,locality,,,,,
dominica_points.729,POINT (-61.4655572 15.4873042),2121591518,La Pointe,locality,,,,,
dominica_points.730,POINT (-61.4035763 15.5851451),2121591520,La Source,locality,,,,,
dominica_points.731,POINT (-61.2788008 15.482289),2121591521,Lagli,locality,,,,,
dominica_points.732,POINT (-61.438731 15.4645044),2121591522,Lagon,locality,,,,,
dominica_points.733,POINT (-61.4588544 15.510686),2121591523,Lagoon Estate,locality,,,,,
dominica_points.734,POINT (-61.3275456 15.5807792),2121591524,Larieu,locality,,,,,
dominica_points.735,POINT (-61.4356761 15.501994),2121591525,Letang,locality,,,,,
dominica_points.736,POINT (-61.3092594 15.5528075),2121591526,Londonderry Estate,locality,,Dominica,,,
dominica_points.737,POINT (-61.29348 15.5530212),2121591527,Londondery Bay,locality,,,,,
dominica_points.738,POINT (-61.4133657 15.5811649),2121591528,Lorme Estate,locality,,,,,
dominica_points.739,POINT (-61.3075885 15.5468459),2121591529,Lyons Estate,locality,,"Marigot, Dominica",,,
dominica_points.740,POINT (-61.3995164 15.4887664),2121591530,Macatrim Valley,locality,,,,,
dominica_points.741,POINT (-61.4151647 15.4857428),2121591531,Macatrin,locality,,,,,
dominica_points.742,POINT (-61.2925906 15.4350803),2121591532,Maclauchlin,locality,,,,,
dominica_points.743,POINT (-61.4310519 15.4261956),2121591533,Macoucheri Estate,locality,,,,,
dominica_points.744,POINT (-61.4429274 15.4868045),2121591534,Madlome,locality,,,,,
dominica_points.745,POINT (-61.4133657 15.5597135),2121591535,Maikay Estate,locality,,,,,
dominica_points.746,POINT (-61.3218641 15.5537225),2121591536,Mamridge,locality,,,,,
dominica_points.747,POINT (-61.3367696 15.4811955),2121591537,Mang Peak,,,,,,
dominica_points.748,POINT (-61.2889007 15.5471293),2121591538,Mango Hole Bay,locality,,,,,
dominica_points.749,POINT (-61.2879364 15.5172281),2121591539,Marechal,locality,,,,,
dominica_points.750,POINT (-61.4423391 15.4775068),2121591540,Mariejean,locality,,,,,
dominica_points.751,POINT (-61.286077 15.5430109),2121591541,Marigot Bay,locality,,,,,
dominica_points.752,POINT (-61.302237 15.57116),2121591542,Marigot Bay,locality,,,,,
dominica_points.753,POINT (-61.394283 15.4354823),2121591543,Marsden,locality,,,,,
dominica_points.754,POINT (-61.4427892 15.5450729),2121591544,Mary Gutter Valley,locality,,,,,
dominica_points.755,POINT (-61.3695967 15.4618982),2121591545,McFarlin,locality,,,,,
dominica_points.756,POINT (-61.2957094 15.5446336),2121591546,Melville Hall Estate,locality,,"Marigot, Dominica",,,
dominica_points.757,POINT (-61.4424217 15.4790908),2121591547,Metrel,locality,,,,,
dominica_points.758,POINT (-61.2834297 15.5428408),2121591549,Middle Bay,locality,,,,,
dominica_points.759,POINT (-61.4493485 15.5310942),2121591550,Milton Estate,locality,,,,,
dominica_points.760,POINT (-61.3339094 15.5288509),2121591551,Moise,locality,,,,,
dominica_points.761,POINT (-61.2802112 15.5345831),2121591552,Monkey Hill,locality,,"Marigot, Dominica",,,
dominica_points.762,POINT (-61.4560699 15.491601),2121591553,Montoute,locality,,,,,
dominica_points.763,POINT (-61.3944057 15.4790221),2121591554,Morne Apion,,,,,,
dominica_points.764,POINT (-61.4446875 15.5555815),2121591555,Morne Balvine,,,,,,
dominica_points.765,POINT (-61.2986813 15.5114279),2121591556,Morne Concorde,,,,,,
dominica_points.766,POINT (-61.4310049 15.4669613),2121591557,Morne Jalousie,,,,,,
dominica_points.767,POINT (-61.2711745 15.4651839),2121591558,Morne La Source,,,,,,
dominica_points.768,POINT (-61.4156897 15.5017023),2121591559,Morne Les Resources,,,,,,
dominica_points.769,POINT (-61.4410143 15.5392484),2121591560,Morne Plaisance Estate,locality,,,,,
dominica_points.770,POINT (-61.3509252 15.5524757),2121591561,Morne Ramiers,locality,,,,,
dominica_points.771,POINT (-61.373404 15.5816992),2121591562,Morne Sampson,locality,,,,,
dominica_points.772,POINT (-61.2529766 15.4248145),2121591563,Morpo,locality,,,,,
dominica_points.773,POINT (-61.2839165 15.5260328),2121591564,Mount George,locality,,,,,
dominica_points.774,POINT (-61.4128904 15.4319055),2121591565,Mount Vernon Estate,locality,,,,,
dominica_points.775,POINT (-61.4246515 15.473368),2121591566,Myette,locality,,,,,
dominica_points.776,POINT (-61.4214397 15.4855538),2121591567,Negre Maron,locality,,,,,
dominica_points.777,POINT (-61.3561413 15.5440877),2121591568,Never Fail,locality,,,,,
dominica_points.778,POINT (-61.290466 15.5305862),2121591569,New Castle Gutter,locality,,,,,
dominica_points.779,POINT (-61.2928976 15.5269397),2121591570,New Castle,locality,,,,,
dominica_points.780,POINT (-61.333888 15.4577616),2121591571,New Venture Estate,locality,,,,,
dominica_points.781,POINT (-61.4373676 15.571468),2121591572,Newood,locality,,,,,
dominica_points.782,POINT (-61.4016252 15.4579249),2121591573,Niwase,locality,,,,,
dominica_points.783,POINT (-61.3267665 15.5574251),2121591574,Noahis Hand,locality,,,,,
dominica_points.784,POINT (-61.3742001 15.4744066),2121591575,Noel,locality,,,,,
dominica_points.785,POINT (-61.276308 15.5312663),2121591576,North End,locality,,,,,
dominica_points.786,POINT (-61.2636122 15.4723356),2121591578,Norway,locality,,,,,
dominica_points.787,POINT (-61.4536383 15.4953425),2121591579,Notice,locality,,,,,
dominica_points.788,POINT (-61.3171184 15.531221),2121591580,Oven,locality,,,,,
dominica_points.789,POINT (-61.282936 15.5348938),2121591581,Over Gutter,locality,,"Marigot, Dominica",,,
dominica_points.790,POINT (-61.2564933 15.517643),2121591582,Pagua (Baraisiri) Pte,locality,,,,,
dominica_points.791,POINT (-61.2713503 15.5223228),2121591583,Pagua Bay,locality,,,,,
dominica_points.792,POINT (-61.3042902 15.4858702),2121591584,Pagua Hill,,,,,,
dominica_points.793,POINT (-61.2806844 15.5428597),2121591585,Panto Hole Bay,locality,,,,,
dominica_points.794,POINT (-61.27993 15.5409733),2121591586,Panto Hole,locality,,,,,
dominica_points.795,POINT (-61.4518576 15.4889612),2121591587,Pari,locality,,,,,
dominica_points.796,POINT (-61.4622439 15.5329111),2121591588,Parv�,locality,,,,,
dominica_points.797,POINT (-61.4568916 15.5269259),2121591589,Pentiwak Estate,locality,,,,,
dominica_points.798,POINT (-61.2838299 15.4614062),2121591590,Perdu Temps,locality,,,,,
dominica_points.799,POINT (-61.3808281 15.466041),2121591591,Petit Macoucheri,locality,,,,,
dominica_points.800,POINT (-61.4687185 15.5470499),2121591609,Petite Baie,locality,,,,,
dominica_points.801,POINT (-61.4554904 15.5558931),2121591618,Picard Estate,locality,,,,,
dominica_points.802,POINT (-61.3500299 15.4444178),2121591621,Pierre Louis,locality,,,,,
dominica_points.803,POINT (-61.4306169 15.4898624),2121591624,Piton,locality,,,,,
dominica_points.804,POINT (-61.4650902 15.501087),2121591626,Plat Coubari,locality,,,,,
dominica_points.805,POINT (-61.4637567 15.4953425),2121591629,Plat Ma Pierre,locality,,,,,
dominica_points.806,POINT (-61.3417597 15.5942781),2121591631,Pointe Baptiste,locality,,,,,
dominica_points.807,POINT (-61.2521738 15.4993535),2121591635,Pointe Du Fort,locality,,,,,
dominica_points.808,POINT (-61.4723791 15.5351604),2121591638,Pointe Ronde Estate,locality,,,,,
dominica_points.809,POINT (-61.4399902 15.482568),2121591641,Pomme,locality,,,,,
dominica_points.810,POINT (-61.2736642 15.5408004),2121591674,Pointe Augustine,locality,,"Marigot, Dominica",,,
dominica_points.811,POINT (-61.2481446 15.4918487),2121591677,Pte Belair,locality,,,,,
dominica_points.812,POINT (-61.4702278 15.4972511),2121591680,Pte Crabier,locality,,,,,
dominica_points.813,POINT (-61.2591528 15.5199819),2121591683,Pte Des Herbes,locality,,,,,
dominica_points.814,POINT (-61.2477032 15.4183332),2121591686,Pte Georgie,locality,,,,,
dominica_points.815,POINT (-61.2646575 15.5197815),2121591689,Pte Gombo,locality,,,,,
dominica_points.816,POINT (-61.2466493 15.4833508),2121591692,Pte Mahaut,locality,,,,,
dominica_points.817,POINT (-61.2452778 15.459365),2121591702,Pte Tourterelles,locality,,,,,
dominica_points.818,POINT (-61.2485072 15.4278415),2121591705,Pte Zicac,locality,,,,,
dominica_points.819,POINT (-61.2768247 15.4247973),2121591708,Raimondstone,locality,,,,,
dominica_points.820,POINT (-61.2444218 15.4623052),2121591722,Raymond Bay,locality,,,,,
dominica_points.821,POINT (-61.2448072 15.4567379),2121591723,Richmond Bay,locality,,,,,
dominica_points.822,POINT (-61.2489408 15.4570742),2121591724,Richmond Estate,locality,,,,,
dominica_points.823,POINT (-61.4565311 15.5166653),2121591725,Robert,locality,,,,,
dominica_points.824,POINT (-61.4192785 15.4633326),2121591726,Roche d'Or Estate,locality,,,,,
dominica_points.825,POINT (-61.4252439 15.493982),2121591727,Rochette,locality,,,,,
dominica_points.826,POINT (-61.2873089 15.5354228),2121591728,Rose Hill,locality,,"Marigot, Dominica",,,
dominica_points.827,POINT (-61.4312527 15.5443782),2121591729,Ross Castle Estate,locality,,,,,
dominica_points.828,POINT (-61.4158484 15.5101452),2121591730,Ros�,locality,,,,,
dominica_points.829,POINT (-61.3038732 15.5730834),2121591731,Rough Bay,locality,,,,,
dominica_points.830,POINT (-61.4330763 15.4343222),2121591733,Salisbury Estate,locality,,,,,
dominica_points.831,POINT (-61.274249 15.5354984),2121591734,Sams Gutter,locality,,"Marigot, Dominica",,,
dominica_points.832,POINT (-61.3153436 15.5356296),2121591735,Sanderlea,locality,,,,,
dominica_points.833,POINT (-61.4226709 15.4749933),2121591736,Saut d'Eau,locality,,,,,
dominica_points.834,POINT (-61.4577513 15.5197115),2121591737,Saut d'Eau,locality,,,,,
dominica_points.835,POINT (-61.2818055 15.416442),2121591738,Savane David,locality,,,,,
dominica_points.836,POINT (-61.4183414 15.4981392),2121591739,Savanne Gommier,locality,,,,,
dominica_points.837,POINT (-61.2611629 15.4486959),2121591740,Senhouse,locality,,,,,
dominica_points.838,POINT (-61.4627008 15.4880258),2121591741,Seraphin,locality,,,,,
dominica_points.839,POINT (-61.3309353 15.586553),2121591742,Small Farm,locality,,,,,
dominica_points.840,POINT (-61.3005177 15.5679009),2121591743,Sophia Bay,locality,,,,,
dominica_points.841,POINT (-61.3357705 15.432245),2121591744,Stone Hill Estate,locality,,,,,
dominica_points.842,POINT (-61.2984719 15.4774538),2121591745,Stonefield Estate,locality,,,,,
dominica_points.843,POINT (-61.3459837 15.5505487),2121591746,Subaina,locality,,,,,
dominica_points.844,POINT (-61.4474897 15.5741928),2121591747,Sugar Loaf Estate,locality,,,,,
dominica_points.845,POINT (-61.4244453 15.5173868),2121591748,Syndicate Estate,locality,,,,,
dominica_points.846,POINT (-61.2827595 15.5209503),2121591749,Tanetane,locality,,,,,
dominica_points.847,POINT (-61.4205727 15.4609135),2121591750,Tapis Vert,locality,,,,,
dominica_points.848,POINT (-61.3068551 15.5827911),2121591751,Temple,locality,,,,,
dominica_points.849,POINT (-61.4111721 15.5655384),2121591753,Tete Montagne,,,,,,
dominica_points.850,POINT (-61.3771201 15.56511),2121591754,Ti Branches,locality,,,,,
dominica_points.851,POINT (-61.360761 15.4204125),2121591755,Tiperie,locality,,,,,
dominica_points.852,POINT (-61.3617422 15.4204671),2121591756,Tiperie,locality,,,,,
dominica_points.853,POINT (-61.3448855 15.5395158),2121591757,Torent�,locality,,,,,
dominica_points.854,POINT (-61.3844968 15.584317),2121591758,Torit�,locality,,,,,
dominica_points.855,POINT (-61.252006 15.4312571),2121591759,Tranto,locality,,,,,
dominica_points.856,POINT (-61.4321856 15.5072471),2121591760,Trou Cochon,locality,,,,,
dominica_points.857,POINT (-61.2853455 15.4686585),2121591761,Trous Roches,locality,,,,,
dominica_points.858,POINT (-61.3260335 15.5322176),2121591762,Twelve Posts,locality,,,,,
dominica_points.859,POINT (-61.3168688 15.5379274),2121591763,Vauxhall,locality,,,,,
dominica_points.860,POINT (-61.2497487 15.4594406),2121591764,Veille Case,locality,,,,,
dominica_points.861,POINT (-61.3601786 15.4287799),2121591765,Veine Terre,locality,,,,,
dominica_points.862,POINT (-61.4518734 15.512122),2121591766,Vieux Caf� Estate,locality,,,,,
dominica_points.863,POINT (-61.2480427 15.4499715),2121591767,Wakaman Pte,locality,,,,,
dominica_points.864,POINT (-61.3014328 15.5693168),2121591768,Walker's Rest Bay,locality,,,,,
dominica_points.865,POINT (-61.3012076 15.5656773),2121591769,Walker's Rest,locality,,,,,
dominica_points.866,POINT (-61.337983 15.5576896),2121591770,Water Mill,locality,,,,,
dominica_points.867,POINT (-61.27621 15.5370476),2121591771,Weirs,locality,,"Marigot, Dominica",,,
dominica_points.868,POINT (-61.3768983 15.5803101),2121591772,Welsh,locality,,,,,
dominica_points.869,POINT (-61.3179814 15.5496797),2121591773,Wilbraham,locality,,,,,
dominica_points.870,POINT (-61.2706476 15.5005684),2121591774,Windblew Crossing,locality,,,,,
dominica_points.871,POINT (-61.2704258 15.5045502),2121591775,Windblew,locality,,,,,
dominica_points.872,POINT (-61.3617289 15.5719756),2121591776,Windblow,locality,,,,,
dominica_points.873,POINT (-61.2908582 15.5342515),2121591777,Windy Lodge,locality,,,,,
dominica_points.874,POINT (-61.318768 15.5826597),2121591778,Woodford Hill Estate,locality,,,,,
dominica_points.875,POINT (-61.3558343 15.4465725),2121591779,Zacota,locality,,,,,
dominica_points.876,POINT (-61.2491763 15.4926698),2121621688,Kasayu Pt,locality,,,,,
dominica_points.877,POINT (-61.2417782 15.4660784),2121621689,L'Escalier Tete-Chien,,,,,,
dominica_points.878,POINT (-61.2615388 15.4689925),2121621690,L�tang,locality,,,,,
dominica_points.879,POINT (-61.2439176 15.4746463),2121621691,Pte Kusarawa,locality,,,,,
dominica_points.880,POINT (-61.3899809 15.4102964),2121676151,Bailey,locality,,,,,
dominica_points.881,POINT (-61.3824504 15.4095939),2121676152,Cassada Gardens,locality,,,,,
dominica_points.882,POINT (-61.4050475 15.3883293),2121676153,Desjardin,,,,,,
dominica_points.883,POINT (-61.4075382 15.3883293),2121676154,Deux Jardins,locality,,,,,
dominica_points.884,POINT (-61.3900821 15.4150386),2121676155,Gingerette Estate,locality,,,,,
dominica_points.885,POINT (-61.3879363 15.4027633),2121676156,Glasham,locality,,,,,
dominica_points.886,POINT (-61.4152678 15.3956437),2121676157,Hillsborough Estate (En Gregg),locality,,,,,
dominica_points.887,POINT (-61.3757296 15.4045783),2121676158,Layou Park Estate,locality,,,,,
dominica_points.888,POINT (-61.3885577 15.3968029),2121676159,Mt Joy,locality,,,,,
dominica_points.889,POINT (-61.3693328 15.409789),2121676160,Neiba Estate,locality,,,,,
dominica_points.890,POINT (-61.3891104 15.4126383),2121676161,Passage,locality,,,,,
dominica_points.891,POINT (-61.4119395 15.3803736),2121676162,Tarou Point (Rodney's Rock),locality,,,,,
dominica_points.892,POINT (-61.3934829 15.4115844),2121676163,York Valley Estate,locality,,,,,
dominica_points.893,POINT (-61.3837147 15.3503373),2121948035,Amelia Estate,locality,,,,,
dominica_points.894,POINT (-61.3731462 15.3591996),2121948036,Amelia,locality,,,,,
dominica_points.895,POINT (-61.3769947 15.3424594),2121948037,Antrim Valley,locality,,,,,
dominica_points.896,POINT (-61.27453 15.3847116),2121948038,Aux Delices,locality,,,,,
dominica_points.897,POINT (-61.3654234 15.2910941),2121948039,Badineau Estate,locality,,,,,
dominica_points.898,POINT (-61.2447483 15.400823),2121948040,Bagatelle,locality,,,,,
dominica_points.899,POINT (-61.3487594 15.3317196),2121948041,Baiac,locality,,,,,
dominica_points.900,POINT (-61.3784469 15.3023411),2121948042,Bath Estate (Lacoudre�),locality,,,,,
dominica_points.901,POINT (-61.3768516 15.3404716),2121948043,Beauclair Estate,locality,,,,,
dominica_points.902,POINT (-61.3224121 15.2700571),2121948044,Beauclair,locality,,,,,
dominica_points.903,POINT (-61.3901517 15.3603037),2121948046,Beaus�jour Estate,locality,,,,,
dominica_points.904,POINT (-61.3973583 15.369517),2121948047,Belfast Estate,locality,,,,,
