event_id,source_row_id,date,start,end,calendar_name,summary,part_summary,event_type,book_ref,calendar_analysis_duration_hours,wall_clock_duration_hours,include_in_first_pass_time,inclusion_rule,overlap_policy_duration_hours,overlap_policy_rule,overlap_other_events,overlap_other_calendars,overlap_restored_hours,title,finish_id,matched_finish_date,match_method
calendar_analysis_row_003284_part_0,calendar_analysis_row_003284,2022-01-02,2022-01-02 05:00:00+00:00,2022-01-02 05:30:00+00:00,Things,book:dswn,book:dswn,reading,dswn,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_003310_part_0,calendar_analysis_row_003310,2022-01-03,2022-01-03 15:45:00+00:00,2022-01-03 16:55:00+00:00,Things,book:se,book:se,reading,se,1.1666666666666667,1.1666666666666667,True,explicit_reading_or_audiobook_duration,1.1666666666666667,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_003319_part_0,calendar_analysis_row_003319,2022-01-04,2022-01-04 03:00:00+00:00,2022-01-04 04:00:00+00:00,Things,Book:dswn,Book:dswn,reading,dswn,1.0,1.0,True,explicit_reading_or_audiobook_duration,1.0,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_003323_part_0,calendar_analysis_row_003323,2022-01-04,2022-01-04 13:00:00+00:00,2022-01-04 13:45:00+00:00,Things,Book:dswn,Book:dswn,reading,dswn,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_003325_part_0,calendar_analysis_row_003325,2022-01-04,2022-01-04 14:00:00+00:00,2022-01-04 15:00:00+00:00,Things,Book:dswn,Book:dswn,reading,dswn,0.875,1.0,True,explicit_reading_or_audiobook_duration,1.0,full_duration_minor_overlap,Jack,Waste Time,0.125,,,,
calendar_analysis_row_003339_part_0,calendar_analysis_row_003339,2022-01-05,2022-01-05 02:45:00+00:00,2022-01-05 04:15:00+00:00,Things,Book:dswn,Book:dswn,reading,dswn,0.75,1.5,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration_incompatible_overlap,airplane to SFO,Things,0.0,,,,
calendar_analysis_row_003420_part_0,calendar_analysis_row_003420,2022-01-11,2022-01-11 05:45:00+00:00,2022-01-11 06:00:00+00:00,Things,Book:tmi,Book:tmi,reading,tmi,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_003463_part_0,calendar_analysis_row_003463,2022-01-14,2022-01-14 07:15:00+00:00,2022-01-14 07:30:00+00:00,Things,Book:tmi,Book:tmi,reading,tmi,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_003812_part_0,calendar_analysis_row_003812,2022-02-05,2022-02-05 11:15:00+00:00,2022-02-05 11:45:00+00:00,Things,book:sdi,book:sdi,reading,sdi,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_003828_part_0,calendar_analysis_row_003828,2022-02-06,2022-02-06 09:30:00+00:00,2022-02-06 10:00:00+00:00,Things,book:sdi,book:sdi,reading,sdi,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_003883_part_0,calendar_analysis_row_003883,2022-02-09,2022-02-09 05:15:00+00:00,2022-02-09 05:45:00+00:00,Things,book:adop,book:adop,reading,adop,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_003891_part_0,calendar_analysis_row_003891,2022-02-09,2022-02-09 09:15:00+00:00,2022-02-09 09:45:00+00:00,clark.benham@gmail.com,CS book: SDI,CS book: SDI,reading,SDI,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_004325_part_0,calendar_analysis_row_004325,2022-03-06,2022-03-06 09:45:00+00:00,2022-03-06 11:15:00+00:00,Things,Book:SDI,Book:SDI,reading,SDI,1.5,1.5,True,explicit_reading_or_audiobook_duration,1.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_004499_part_0,calendar_analysis_row_004499,2022-03-17,2022-03-17 08:15:00+00:00,2022-03-17 08:45:00+00:00,clark.benham@gmail.com,CS Book: SDI,CS Book: SDI,reading,SDI,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_004587_part_0,calendar_analysis_row_004587,2022-03-21,2022-03-21 09:30:00+00:00,2022-03-21 09:45:00+00:00,Things,book:sdi,book:sdi,reading,sdi,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_004628_part_0,calendar_analysis_row_004628,2022-03-24,2022-03-24 09:15:00+00:00,2022-03-24 09:45:00+00:00,clark.benham@gmail.com,CS book: Memory,CS book: Memory,reading,Memory,0.375,0.5,True,explicit_reading_or_audiobook_duration,0.5,full_duration_minor_overlap,sleep,"Meals, Supplements, Sleep",0.125,,,,
calendar_analysis_row_004701_part_0,calendar_analysis_row_004701,2022-03-28,2022-03-28 08:30:00+00:00,2022-03-28 09:00:00+00:00,Things,book:wwlc,book:wwlc,reading,wwlc,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_004727_part_0,calendar_analysis_row_004727,2022-03-30,2022-03-30 07:15:00+00:00,2022-03-30 08:00:00+00:00,Things,Book:asaj,Book:asaj,reading,asaj,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_004760_part_0,calendar_analysis_row_004760,2022-04-01,2022-04-01 11:00:00+00:00,2022-04-01 11:30:00+00:00,Things,book:Asaj,book:Asaj,reading,Asaj,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_004801_part_0,calendar_analysis_row_004801,2022-04-03,2022-04-03 11:15:00+00:00,2022-04-03 12:00:00+00:00,Things,book reorg,book reorg,reading,reorg,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_004811_part_0,calendar_analysis_row_004811,2022-04-03,2022-04-03 22:00:00+00:00,2022-04-03 22:30:00+00:00,Things,book reorg,book reorg,reading,reorg,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_004867_part_0,calendar_analysis_row_004867,2022-04-06,2022-04-06 08:00:00+00:00,2022-04-06 08:30:00+00:00,Things,book:sdff,book:sdff,reading,sdff,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_004969_part_0,calendar_analysis_row_004969,2022-04-12,2022-04-12 07:00:00+00:00,2022-04-12 07:15:00+00:00,Things,book:Refactoring,book:Refactoring,reading,Refactoring,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_005330_part_0,calendar_analysis_row_005330,2022-05-02,2022-05-02 07:15:00+00:00,2022-05-02 07:45:00+00:00,clark.benham@gmail.com,Book:memory,Book:memory,reading,memory,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_005430_part_0,calendar_analysis_row_005430,2022-05-08,2022-05-08 06:00:00+00:00,2022-05-08 06:30:00+00:00,Things,Book:memory,Book:memory,reading,memory,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_005579_part_0,calendar_analysis_row_005579,2022-05-16,2022-05-16 07:45:00+00:00,2022-05-16 08:30:00+00:00,Things,Book:debugging,Book:debugging,reading,debugging,0.625,0.75,True,explicit_reading_or_audiobook_duration,0.75,full_duration_minor_overlap,Food,"Meals, Supplements, Sleep",0.125,,,,
calendar_analysis_row_005593_part_0,calendar_analysis_row_005593,2022-05-17,2022-05-17 07:15:00+00:00,2022-05-17 07:30:00+00:00,Things,Book:debugging,Book:debugging,reading,debugging,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_005611_part_0,calendar_analysis_row_005611,2022-05-18,2022-05-18 09:45:00+00:00,2022-05-18 10:00:00+00:00,Things,book:debugging,book:debugging,reading,debugging,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_005627_part_0,calendar_analysis_row_005627,2022-05-19,2022-05-19 06:15:00+00:00,2022-05-19 06:45:00+00:00,Things,book:Memory,book:Memory,reading,Memory,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_005642_part_0,calendar_analysis_row_005642,2022-05-20,2022-05-20 05:00:00+00:00,2022-05-20 05:45:00+00:00,Things,book:debugging,book:debugging,reading,debugging,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_005653_part_0,calendar_analysis_row_005653,2022-05-21,2022-05-21 04:00:00+00:00,2022-05-21 04:30:00+00:00,Things,book:debugging,book:debugging,reading,debugging,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_005722_part_0,calendar_analysis_row_005722,2022-05-24,2022-05-24 06:30:00+00:00,2022-05-24 07:30:00+00:00,clark.benham@gmail.com,CS Book: Memory,CS Book: Memory,reading,Memory,1.0,1.0,True,explicit_reading_or_audiobook_duration,1.0,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_005739_part_0,calendar_analysis_row_005739,2022-05-25,2022-05-25 05:45:00+00:00,2022-05-25 06:15:00+00:00,clark.benham@gmail.com,cs book: Docker,cs book: Docker,reading,Docker,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_005755_part_0,calendar_analysis_row_005755,2022-05-26,2022-05-26 06:15:00+00:00,2022-05-26 06:30:00+00:00,Things,book:lives,book:lives,reading,lives,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_005908_part_0,calendar_analysis_row_005908,2022-06-05,2022-06-05 06:45:00+00:00,2022-06-05 07:15:00+00:00,clark.benham@gmail.com,CS book: ML pattern cookbook,CS book: ML pattern cookbook,reading,ML pattern cookbook,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_006130_part_0,calendar_analysis_row_006130,2022-06-20,2022-06-20 08:00:00+00:00,2022-06-20 08:30:00+00:00,Things,book:dpeoroos,book:dpeoroos,reading,dpeoroos,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_006185_part_0,calendar_analysis_row_006185,2022-06-24,2022-06-24 05:00:00+00:00,2022-06-24 05:30:00+00:00,Things,Book:Tmi,Book:Tmi,reading,Tmi,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_006242_part_0,calendar_analysis_row_006242,2022-06-27,2022-06-27 07:15:00+00:00,2022-06-27 07:45:00+00:00,Things,book:tmi,book:tmi,reading,tmi,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_006252_part_0,calendar_analysis_row_006252,2022-06-28,2022-06-28 05:00:00+00:00,2022-06-28 05:45:00+00:00,Things,book:tmi,book:tmi,reading,tmi,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_006359_part_0,calendar_analysis_row_006359,2022-07-08,2022-07-08 05:30:00+00:00,2022-07-08 06:15:00+00:00,clark.benham@gmail.com,read python,read python,reading,python,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_006373_part_0,calendar_analysis_row_006373,2022-07-09,2022-07-09 06:30:00+00:00,2022-07-09 06:45:00+00:00,Things,book:tmi,book:tmi,reading,tmi,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_006404_part_0,calendar_analysis_row_006404,2022-07-10,2022-07-10 23:30:00+00:00,2022-07-11 00:00:00+00:00,Things,book:tmi,book:tmi,reading,tmi,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_006435_part_0,calendar_analysis_row_006435,2022-07-13,2022-07-13 07:30:00+00:00,2022-07-13 08:00:00+00:00,Things,book:sdi,book:sdi,reading,sdi,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_006468_part_0,calendar_analysis_row_006468,2022-07-15,2022-07-15 07:15:00+00:00,2022-07-15 07:45:00+00:00,Things,Book:sdi,Book:sdi,reading,sdi,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_006477_part_0,calendar_analysis_row_006477,2022-07-16,2022-07-16 08:30:00+00:00,2022-07-16 08:45:00+00:00,Things,book:sdi,book:sdi,reading,sdi,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_006581_part_0,calendar_analysis_row_006581,2022-07-22,2022-07-22 03:30:00+00:00,2022-07-22 03:45:00+00:00,Things,book:tmi,book:tmi,reading,tmi,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_006583_part_0,calendar_analysis_row_006583,2022-07-22,2022-07-22 05:00:00+00:00,2022-07-22 05:30:00+00:00,Things,book:tmi,book:tmi,reading,tmi,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_006622_part_0,calendar_analysis_row_006622,2022-07-26,2022-07-26 06:00:00+00:00,2022-07-26 06:15:00+00:00,Things,book:sdi,book:sdi,reading,sdi,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_006665_part_0,calendar_analysis_row_006665,2022-07-29,2022-07-29 05:00:00+00:00,2022-07-29 05:15:00+00:00,Things,book:SDI,book:SDI,reading,SDI,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_006717_part_0,calendar_analysis_row_006717,2022-08-01,2022-08-01 08:30:00+00:00,2022-08-01 09:00:00+00:00,Things,read: prml,read: prml,reading,prml,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_006737_part_0,calendar_analysis_row_006737,2022-08-02,2022-08-02 07:15:00+00:00,2022-08-02 07:30:00+00:00,clark.benham@gmail.com,read: prml,read: prml,reading,prml,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_006767_part_0,calendar_analysis_row_006767,2022-08-04,2022-08-04 07:15:00+00:00,2022-08-04 07:45:00+00:00,Things,read: prml,read: prml,reading,prml,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_006884_part_0,calendar_analysis_row_006884,2022-08-12,2022-08-12 07:15:00+00:00,2022-08-12 07:30:00+00:00,Things,book:prml,book:prml,reading,prml,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_007032_part_0,calendar_analysis_row_007032,2022-08-20,2022-08-20 20:15:00+00:00,2022-08-20 20:30:00+00:00,clark.benham@gmail.com,read: stats,read: stats,reading,stats,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_007079_part_0,calendar_analysis_row_007079,2022-08-22,2022-08-22 08:00:00+00:00,2022-08-22 08:15:00+00:00,Things,read: prml,read: prml,reading,prml,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_007089_part_0,calendar_analysis_row_007089,2022-08-23,2022-08-23 07:30:00+00:00,2022-08-23 07:45:00+00:00,Things,read: prml,read: prml,reading,prml,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_007090_part_0,calendar_analysis_row_007090,2022-08-23,2022-08-23 08:00:00+00:00,2022-08-23 08:15:00+00:00,Things,read: prml,read: prml,reading,prml,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_007106_part_0,calendar_analysis_row_007106,2022-08-24,2022-08-24 10:15:00+00:00,2022-08-24 10:30:00+00:00,clark.benham@gmail.com,read: System Performance,read: System Performance,reading,System Performance,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_007116_part_0,calendar_analysis_row_007116,2022-08-25,2022-08-25 03:45:00+00:00,2022-08-25 04:30:00+00:00,clark.benham@gmail.com,read: ml,read: ml,reading,ml,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_007162_part_0,calendar_analysis_row_007162,2022-08-27,2022-08-27 07:45:00+00:00,2022-08-27 08:00:00+00:00,Things,read: prml,read: prml,reading,prml,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_007169_part_0,calendar_analysis_row_007169,2022-08-27,2022-08-27 19:45:00+00:00,2022-08-27 20:30:00+00:00,clark.benham@gmail.com,read: ml,read: ml,reading,ml,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_007218_part_0,calendar_analysis_row_007218,2022-08-30,2022-08-30 07:15:00+00:00,2022-08-30 07:45:00+00:00,clark.benham@gmail.com,read: ml,read: ml,reading,ml,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_007219_part_0,calendar_analysis_row_007219,2022-08-30,2022-08-30 08:15:00+00:00,2022-08-30 08:45:00+00:00,Things,Ready: prml,Ready: prml,reading,y: prml,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_007235_part_0,calendar_analysis_row_007235,2022-08-31,2022-08-31 08:00:00+00:00,2022-08-31 08:15:00+00:00,Things,read: prml,read: prml,reading,prml,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_007275_part_0,calendar_analysis_row_007275,2022-09-02,2022-09-02 07:30:00+00:00,2022-09-02 07:45:00+00:00,Things,read: prml,read: prml,reading,prml,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_007308_part_0,calendar_analysis_row_007308,2022-09-06,2022-09-06 07:00:00+00:00,2022-09-06 07:15:00+00:00,Things,read: puskin,read: puskin,reading,puskin,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_007336_part_0,calendar_analysis_row_007336,2022-09-08,2022-09-08 02:15:00+00:00,2022-09-08 02:30:00+00:00,Things,read: puskin,read: puskin,reading,puskin,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_007425_part_0,calendar_analysis_row_007425,2022-09-13,2022-09-13 02:30:00+00:00,2022-09-13 02:45:00+00:00,Things,book:besem,book:besem,reading,besem,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_007430_part_0,calendar_analysis_row_007430,2022-09-13,2022-09-13 06:00:00+00:00,2022-09-13 06:15:00+00:00,clark.benham@gmail.com,read: ml,read: ml,reading,ml,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_007443_part_0,calendar_analysis_row_007443,2022-09-14,2022-09-14 02:30:00+00:00,2022-09-14 02:45:00+00:00,Things,read: besem,read: besem,reading,besem,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_007448_part_0,calendar_analysis_row_007448,2022-09-14,2022-09-14 07:00:00+00:00,2022-09-14 07:30:00+00:00,clark.benham@gmail.com,read: ml,read: ml,reading,ml,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
