event_id,source_row_id,date,start,end,calendar_name,summary,part_summary,event_type,book_ref,calendar_analysis_duration_hours,wall_clock_duration_hours,include_in_first_pass_time,inclusion_rule,overlap_policy_duration_hours,overlap_policy_rule,overlap_other_events,overlap_other_calendars,overlap_restored_hours,title,finish_id,matched_finish_date,match_method
calendar_analysis_row_000473_part_0,calendar_analysis_row_000473,2021-06-20,2021-06-20 08:45:00+00:00,2021-06-20 09:15:00+00:00,Things,read: Chekhov,read: Chekhov,reading,Chekhov,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_000479_part_0,calendar_analysis_row_000479,2021-06-20,2021-06-20 19:30:00+00:00,2021-06-20 20:30:00+00:00,Things,read: chekhov,read: chekhov,reading,chekhov,1.0,1.0,True,explicit_reading_or_audiobook_duration,1.0,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_000510_part_0,calendar_analysis_row_000510,2021-06-22,2021-06-22 08:00:00+00:00,2021-06-22 08:15:00+00:00,Things,read: Chekhov,read: Chekhov,reading,Chekhov,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_000526_part_0,calendar_analysis_row_000526,2021-06-23,2021-06-23 08:15:00+00:00,2021-06-23 08:30:00+00:00,Things,read: Chekhov,read: Chekhov,reading,Chekhov,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_000539_part_0,calendar_analysis_row_000539,2021-06-24,2021-06-24 05:30:00+00:00,2021-06-24 05:45:00+00:00,Things,read: Chekhov,read: Chekhov,reading,Chekhov,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_000558_part_0,calendar_analysis_row_000558,2021-06-25,2021-06-25 07:45:00+00:00,2021-06-25 08:15:00+00:00,Things,read: Chekhov,read: Chekhov,reading,Chekhov,0.375,0.5,True,explicit_reading_or_audiobook_duration,0.5,full_duration_minor_overlap,blog,Things,0.125,,,,
calendar_analysis_row_000573_part_0,calendar_analysis_row_000573,2021-06-26,2021-06-26 13:00:00+00:00,2021-06-26 14:00:00+00:00,Things,read: Kipling,read: Kipling,reading,Kipling,1.0,1.0,True,explicit_reading_or_audiobook_duration,1.0,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_000607_part_0,calendar_analysis_row_000607,2021-06-28,2021-06-28 06:00:00+00:00,2021-06-28 06:30:00+00:00,Things,read: Chekov,read: Chekov,reading,Chekov,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_000617_part_0,calendar_analysis_row_000617,2021-06-29,2021-06-29 04:15:00+00:00,2021-06-29 05:00:00+00:00,Things,read: Chekhov,read: Chekhov,reading,Chekhov,0.3333333333333333,0.75,True,explicit_reading_or_audiobook_duration,0.3333333333333333,calendar_analysis_duration_incompatible_overlap,Job: Hive | dinner (fake; use takeout data from 7 | 13),"Meals, Supplements, Sleep | clark.benham@gmail.com",0.0,,,,
calendar_analysis_row_000620_part_0,calendar_analysis_row_000620,2021-06-29,2021-06-29 05:15:00+00:00,2021-06-29 05:45:00+00:00,Things,read: Chekhov,read: Chekhov,reading,Chekhov,0.25,0.5,True,explicit_reading_or_audiobook_duration,0.5,full_duration_minor_overlap,Job: Hive,clark.benham@gmail.com,0.25,,,,
calendar_analysis_row_000649_part_0,calendar_analysis_row_000649,2021-07-01,2021-07-01 04:30:00+00:00,2021-07-01 04:45:00+00:00,Things,read: Kipling,read: Kipling,reading,Kipling,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_000703_part_0,calendar_analysis_row_000703,2021-07-04,2021-07-04 09:00:00+00:00,2021-07-04 10:00:00+00:00,Things,read: Kipling,read: Kipling,reading,Kipling,1.0,1.0,True,explicit_reading_or_audiobook_duration,1.0,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_000708_part_0,calendar_analysis_row_000708,2021-07-04,2021-07-04 19:15:00+00:00,2021-07-04 19:45:00+00:00,Things,read: Kipling,read: Kipling,reading,Kipling,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_000713_part_0,calendar_analysis_row_000713,2021-07-05,2021-07-05 01:45:00+00:00,2021-07-05 02:15:00+00:00,Things,read: Chekhov,read: Chekhov,reading,Chekhov,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_000735_part_0,calendar_analysis_row_000735,2021-07-05,2021-07-05 21:15:00+00:00,2021-07-05 22:00:00+00:00,Things,read: Chekhov,read: Chekhov,reading,Chekhov,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_000798_part_0,calendar_analysis_row_000798,2021-07-09,2021-07-09 09:15:00+00:00,2021-07-09 10:00:00+00:00,Things,read: Chekhov,read: Chekhov,reading,Chekhov,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_000818_part_0,calendar_analysis_row_000818,2021-07-10,2021-07-10 22:30:00+00:00,2021-07-10 23:15:00+00:00,Things,read: Conrad,read: Conrad,reading,Conrad,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,and call me conrad,finish_0172,2025-11-13,ref_to_finished_title
calendar_analysis_row_000932_part_0,calendar_analysis_row_000932,2021-07-19,2021-07-19 00:00:00+00:00,2021-07-19 00:30:00+00:00,Things,read: conrad,read: conrad,reading,conrad,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,and call me conrad,finish_0172,2025-11-13,ref_to_finished_title
calendar_analysis_row_000939_part_0,calendar_analysis_row_000939,2021-07-19,2021-07-19 12:15:00+00:00,2021-07-19 12:45:00+00:00,Things,read: Conrad,read: Conrad,reading,Conrad,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,and call me conrad,finish_0172,2025-11-13,ref_to_finished_title
calendar_analysis_row_000980_part_0,calendar_analysis_row_000980,2021-07-22,2021-07-22 06:30:00+00:00,2021-07-22 07:30:00+00:00,Things,read: Conrad,read: Conrad,reading,Conrad,1.0,1.0,True,explicit_reading_or_audiobook_duration,1.0,calendar_analysis_duration,,,0.0,and call me conrad,finish_0172,2025-11-13,ref_to_finished_title
calendar_analysis_row_000983_part_0,calendar_analysis_row_000983,2021-07-22,2021-07-22 16:00:00+00:00,2021-07-22 16:15:00+00:00,Things,read conrad,read conrad,reading,conrad,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,and call me conrad,finish_0172,2025-11-13,ref_to_finished_title
calendar_analysis_row_001067_part_0,calendar_analysis_row_001067,2021-07-28,2021-07-28 07:30:00+00:00,2021-07-28 07:45:00+00:00,Things,read: Kipling,read: Kipling,reading,Kipling,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_001137_part_0,calendar_analysis_row_001137,2021-08-02,2021-08-02 04:30:00+00:00,2021-08-02 05:00:00+00:00,Things,read: Kipling,read: Kipling,reading,Kipling,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_001151_part_0,calendar_analysis_row_001151,2021-08-03,2021-08-03 10:15:00+00:00,2021-08-03 10:45:00+00:00,Things,read: Kipling,read: Kipling,reading,Kipling,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_001165_part_0,calendar_analysis_row_001165,2021-08-04,2021-08-04 02:45:00+00:00,2021-08-04 03:15:00+00:00,Things,read: Kipling,read: Kipling,reading,Kipling,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_001287_part_0,calendar_analysis_row_001287,2021-08-13,2021-08-13 02:45:00+00:00,2021-08-13 03:45:00+00:00,Things,read: Kipling,read: Kipling,reading,Kipling,1.0,1.0,True,explicit_reading_or_audiobook_duration,1.0,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_001302_part_0,calendar_analysis_row_001302,2021-08-14,2021-08-14 07:15:00+00:00,2021-08-14 08:15:00+00:00,Things,read: Kipling,read: Kipling,reading,Kipling,1.0,1.0,True,explicit_reading_or_audiobook_duration,1.0,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_001306_part_0,calendar_analysis_row_001306,2021-08-14,2021-08-14 17:30:00+00:00,2021-08-14 18:00:00+00:00,Things,read: Kipling,read: Kipling,reading,Kipling,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_001402_part_0,calendar_analysis_row_001402,2021-08-21,2021-08-21 18:45:00+00:00,2021-08-21 19:15:00+00:00,Things,book,book,generic,,0.5,0.5,False,generic_temporal_read_not_counted_by_default,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_001417_part_0,calendar_analysis_row_001417,2021-08-22,2021-08-22 22:30:00+00:00,2021-08-22 22:45:00+00:00,Things,read: Kipling,read: Kipling,reading,Kipling,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_001546_part_0,calendar_analysis_row_001546,2021-09-02,2021-09-02 07:45:00+00:00,2021-09-02 08:15:00+00:00,Things,book,book,generic,,0.5,0.5,False,generic_temporal_read_not_counted_by_default,0.5,calendar_analysis_duration,,,0.0,The Inner game of tennis,finish_0001,2021-10-17,generic_temporal
calendar_analysis_row_001556_part_0,calendar_analysis_row_001556,2021-09-03,2021-09-03 04:45:00+00:00,2021-09-03 06:00:00+00:00,Things,read: Kipling,read: Kipling,reading,Kipling,1.25,1.25,True,explicit_reading_or_audiobook_duration,1.25,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_001578_part_0,calendar_analysis_row_001578,2021-09-04,2021-09-04 23:00:00+00:00,2021-09-04 23:45:00+00:00,Things,read: Kipling,read: Kipling,reading,Kipling,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_001587_part_0,calendar_analysis_row_001587,2021-09-05,2021-09-05 03:30:00+00:00,2021-09-05 04:00:00+00:00,Things,book,book,generic,,0.5,0.5,False,generic_temporal_read_not_counted_by_default,0.5,calendar_analysis_duration,,,0.0,The Inner game of tennis,finish_0001,2021-10-17,generic_temporal
calendar_analysis_row_001588_part_0,calendar_analysis_row_001588,2021-09-05,2021-09-05 04:15:00+00:00,2021-09-05 05:30:00+00:00,Things,read: Trading at the speed of light,read: Trading at the speed of light,reading,Trading at the speed of light,1.25,1.25,True,explicit_reading_or_audiobook_duration,1.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_001610_part_0,calendar_analysis_row_001610,2021-09-06,2021-09-06 09:30:00+00:00,2021-09-06 10:15:00+00:00,Things,read: Trading At the speed of Light,read: Trading At the speed of Light,reading,Trading At the speed of Light,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_001756_part_0,calendar_analysis_row_001756,2021-09-19,2021-09-19 07:15:00+00:00,2021-09-19 09:00:00+00:00,Things,read: Kipling,read: Kipling,reading,Kipling,1.75,1.75,True,explicit_reading_or_audiobook_duration,1.75,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_001787_part_0,calendar_analysis_row_001787,2021-09-21,2021-09-21 07:30:00+00:00,2021-09-21 08:30:00+00:00,Things,Read: Kipling,Read: Kipling,reading,Kipling,1.0,1.0,True,explicit_reading_or_audiobook_duration,1.0,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_001794_part_0,calendar_analysis_row_001794,2021-09-22,2021-09-22 02:15:00+00:00,2021-09-22 03:00:00+00:00,Things,read: Kipling,read: Kipling,reading,Kipling,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_001795_part_0,calendar_analysis_row_001795,2021-09-22,2021-09-22 03:00:00+00:00,2021-09-22 03:15:00+00:00,Things,read: go,read: go,reading,go,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,good omens,finish_0189,2026-02-08,ref_to_finished_title
calendar_analysis_row_001824_part_0,calendar_analysis_row_001824,2021-09-24,2021-09-24 05:00:00+00:00,2021-09-24 05:30:00+00:00,clark.benham@gmail.com,Read: go,Read: go,reading,go,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,good omens,finish_0189,2026-02-08,ref_to_finished_title
calendar_analysis_row_001932_part_0,calendar_analysis_row_001932,2021-10-02,2021-10-02 04:15:00+00:00,2021-10-02 05:00:00+00:00,Things,read: Kipling,read: Kipling,reading,Kipling,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_001950_part_0,calendar_analysis_row_001950,2021-10-03,2021-10-03 08:45:00+00:00,2021-10-03 09:00:00+00:00,Things,Read: Kipling,Read: Kipling,reading,Kipling,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_001968_part_0,calendar_analysis_row_001968,2021-10-04,2021-10-04 06:00:00+00:00,2021-10-04 06:30:00+00:00,Things,Read: Kipling,Read: Kipling,reading,Kipling,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_001998_part_0,calendar_analysis_row_001998,2021-10-07,2021-10-07 04:45:00+00:00,2021-10-07 05:30:00+00:00,Things,read: Kipling,read: Kipling,reading,Kipling,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_002009_part_0,calendar_analysis_row_002009,2021-10-08,2021-10-08 06:00:00+00:00,2021-10-08 06:15:00+00:00,Things,read: Kipling,read: Kipling,reading,Kipling,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_002059_part_0,calendar_analysis_row_002059,2021-10-12,2021-10-12 02:45:00+00:00,2021-10-12 03:00:00+00:00,Things,Read: Kipling,Read: Kipling,reading,Kipling,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_002075_part_0,calendar_analysis_row_002075,2021-10-13,2021-10-13 06:00:00+00:00,2021-10-13 07:15:00+00:00,Things,read: Kipling,read: Kipling,reading,Kipling,1.25,1.25,True,explicit_reading_or_audiobook_duration,1.25,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_002131_part_0,calendar_analysis_row_002131,2021-10-17,2021-10-17 19:45:00+00:00,2021-10-17 21:00:00+00:00,Things,Finished book: The Inner game of tennis,Finished book: The Inner game of tennis,finished,The Inner game of tennis,1.25,1.25,True,explicit_finished_book_duration,1.25,calendar_analysis_duration,,,0.0,The Inner game of tennis,finish_0001,2021-10-17,finished_event_identity
calendar_analysis_row_002139_part_0,calendar_analysis_row_002139,2021-10-18,2021-10-18 03:00:00+00:00,2021-10-18 04:30:00+00:00,Things,read: Kipling,read: Kipling,reading,Kipling,1.5,1.5,True,explicit_reading_or_audiobook_duration,1.5,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_002189_part_0,calendar_analysis_row_002189,2021-10-22,2021-10-22 05:00:00+00:00,2021-10-22 09:30:00+00:00,Things,Book:Open,Book:Open,reading,Open,4.5,4.5,True,explicit_reading_or_audiobook_duration,4.5,calendar_analysis_duration,,,0.0,Open,finish_0002,2021-10-23,ref_to_finished_title
calendar_analysis_row_002197_part_0,calendar_analysis_row_002197,2021-10-23,2021-10-23 07:00:00+00:00,2021-10-23 08:30:00+00:00,Things,finished book: Open,finished book: Open,finished,Open,1.5,1.5,True,explicit_finished_book_duration,1.5,calendar_analysis_duration,,,0.0,Open,finish_0002,2021-10-23,finished_event_identity
calendar_analysis_row_002216_part_0,calendar_analysis_row_002216,2021-10-25,2021-10-25 08:45:00+00:00,2021-10-25 09:30:00+00:00,Things,read: Conrad,read: Conrad,reading,Conrad,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,and call me conrad,finish_0172,2025-11-13,ref_to_finished_title
calendar_analysis_row_002288_part_0,calendar_analysis_row_002288,2021-10-31,2021-10-31 03:15:00+00:00,2021-10-31 03:45:00+00:00,Things,read: Conrad,read: Conrad,reading,Conrad,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,and call me conrad,finish_0172,2025-11-13,ref_to_finished_title
calendar_analysis_row_002313_part_0,calendar_analysis_row_002313,2021-11-01,2021-11-01 05:00:00+00:00,2021-11-01 08:00:00+00:00,Things,read: Kipling,read: Kipling,reading,Kipling,3.0,3.0,True,explicit_reading_or_audiobook_duration,3.0,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_002385_part_0,calendar_analysis_row_002385,2021-11-07,2021-11-07 08:30:00+00:00,2021-11-07 12:00:00+00:00,Things,book:sk,book:sk,reading,sk,3.5,3.5,True,explicit_reading_or_audiobook_duration,3.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_002386_part_0,calendar_analysis_row_002386,2021-11-07,2021-11-07 12:15:00+00:00,2021-11-07 13:00:00+00:00,Things,Read: Kipling,Read: Kipling,reading,Kipling,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_002406_part_0,calendar_analysis_row_002406,2021-11-08,2021-11-08 07:15:00+00:00,2021-11-08 08:00:00+00:00,Things,read: Stephen king,read: Stephen king,reading,Stephen king,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,King Solomons Mines,finish_0058,2023-08-23,ref_to_finished_title
calendar_analysis_row_002407_part_0,calendar_analysis_row_002407,2021-11-08,2021-11-08 08:00:00+00:00,2021-11-08 10:00:00+00:00,Things,Read: Supplying War,Read: Supplying War,reading,Supplying War,2.0,2.0,True,explicit_reading_or_audiobook_duration,2.0,calendar_analysis_duration,,,0.0,Supplying War,finish_0006,2022-01-03,ref_to_finished_title
calendar_analysis_row_002417_part_0,calendar_analysis_row_002417,2021-11-09,2021-11-09 10:00:00+00:00,2021-11-09 10:30:00+00:00,Things,Read: Kipling,Read: Kipling,reading,Kipling,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
calendar_analysis_row_002461_part_0,calendar_analysis_row_002461,2021-11-12,2021-11-12 09:30:00+00:00,2021-11-12 10:00:00+00:00,clark.benham@gmail.com,Book:DSWM,Book:DSWM,reading,DSWM,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_002491_part_0,calendar_analysis_row_002491,2021-11-14,2021-11-14 13:00:00+00:00,2021-11-14 13:15:00+00:00,Things,Read: Kipling,Read: Kipling,reading,Kipling,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,Kipling by Harold bloom,finish_0115,2024-12-23,ref_to_finished_title
